name,部位,短命,ASSASSIN HONED,BALANCED,破滅,BATTLE LUST,BERSERK,吸血,BONE BREAKER,補強不可,詠唱集中,CHAOS DAMAGE,CRAFT BONUS,CRAFT EXCEPTIONAL BONUS,CURSED,CURSE REMOVAL,物理,炎,冷気,毒,エネルギー,HP変換,HP変換(物理),HP変換(炎),HP変換(冷気),HP変換(毒),HP変換(エネルギー),手持ちダメージ,ダメージ修正,回避,DEX,DURABILITY BONUS,POT強化,CR,FC,FOCUS,炎エリア,冷気エリア,毒エリア,エネルギーエリア,命中,Curse,Dispel,STMダウン,Fireball,Harm,HPリーチ,Lightning,命中低下,回避低下,Magic Arrow,Mana Drain,MPリーチ,HP,HP回復,STMリーチ,INT,LAST PARRY CHANCE,矢弾コスト,MPコスト,秘薬コスト,装備条件,幸運,瞑想可,魔道手持ち,MP,MANA PHASE,MP回復,MASSIVE,NIGHT SIGHT,PRIZED,RANDOM PROTECTION,RANDOM KILLER,RANDOM SUMMONER,麻痺カウンター,物理ダメージ反射,REPLENISH CHARGES,物理抵抗,炎抵抗,冷気抵抗,毒抵抗,エネルギー抵抗,RESONANCE,SEARING,自己修復,SOUL CHARGE,SPARKS,詠唱可,呪文ダメージ,詠唱集中,破片残留,STM,STM回復,STR,SWARM,速度増,TOXIC WEAPON,UNWIELDY,ベスト,VELOCITY,WARD REMOVAL,重量軽減,WILDFIRE REMOVAL,耐久性,装備STR,基礎ダメージ,基礎速度,基礎重量,片手,両手,基礎スキル,射程,4G,除外,略,date,url,備考,,,,,,,,,,,,,
Token of Holy Favor,腕輪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,2,1,,,,,,10,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/,-,,,,,,,,,,,,,
Venom,腕輪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/,-,,,,,,,,,,,,,
A Random ‘Prized’ Artifact Item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-doom-gauntlet/,[EXCEPTION],,,,,,,,,,,,,
Alchemist’s Abomination,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,25,3,2,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Alchemist’s Abomination Champion Spawn],SLAYER MAGE],,,,,,,,,,,,
An Artifact Recipe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-doom-gauntlet/,[EXCEPTION],,,,,,,,,,,,,
Ancient Wedding Dress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-sunken/,-,,,,,,,,,,,,,
Ankh of Devotion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,,,,,,,,,,,,,
Ankou’s Soulbinder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,10,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown,REPOND SLAYER,REPTILE SLAYER],,,,,,,,,,,
Artio’s Vine Wrap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Spring Fever Champion Spawn],,,,,,,,,,,,,
Artisan’s Esteem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Wildfire,,,,,,,,,,,,,
Azarok’s Legplates,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,5,,,,,,,,,,,,,,,,,,,,,,,4,,,5,,,8,,,,,,8,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,8,,,,,,,,,,,,255/255,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,DEMON SLAYER,UNDEAD SLAYER],,,,,,,,,,,
Balron Bone Armor  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,8,,,,,,8,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,8,,5,,,,,,,,,,255/255,40,,,6,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Demonic Forces,,,,,,,,,,,,,
Basilisk Hide Breastplate,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,1,,,,,,,,,,12,14,6,11,5,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/,-,,,,,,,,,,,,,
Batlin’s Inner Voice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Black Gate Champion Spawn,,,,,,,,,,,,,
Berserker’s Bardiche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Ophidian War,,,,,,,,,,,,,
Berserker’s Scythe,,,,,,,,,,,,,,,,,100,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,45,15–18,3.5,5,,*,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny,,,,,,,,,,,,,
Blackheart Baubles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,4,,,8,20,,125,,,8,,3,,,,,,,,,,15,15,15,15,15,,,,,,,15,,,,,,,,,,,,,,,255/255,,,,1,,,,,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shrouded Sails,,,,,,,,,,,,,
Bogling Hide Mukluks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,255/255,10,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Counterfeit Commodities Champion Spawn],,,,,,,,,,,,,
Boots of Escaping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of: Doom,,,,,,,,,,,,,
Bronzed Armor of the Valkyrie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,10,,,,,,,,,,,,,,,,,,11,14,8,11,8,,,,,,,,,,5,3,5,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-sunken/,-,,,,,,,,,,,,,
Bulwark of Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,20,,,,,1,,,,,,,,,,,,,,,,,,,5,,,,,,5,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shadow’s Awakening,,,,,,,,,,,,,
Bulwark of Shadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,8,15,,,,,,,3,,,,,,,,,,,,,,,,,,30,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shadow’s Awakening,,,,,,,,,,,,,
Carved Bone Relic from Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Wildfire and Counterfeit Commodities,,,,,,,,,,,,,
Cast-Off Zombie Skin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,,,,,,,,,,,,,,,,,13,-2,17,18,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-stygian-abyss/,[SPIRIT SPEAK +5,,,,,,,,,,,,,
Chaos Shield (Vanguard),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,5,,,,,,,,,,,,,,,,,,,VARIABLE,95,,,5,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny,,,,,,,,,,,,,
Cingulum of Juo’nar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,255/255,10,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasure of the Archlich,,,,,,,,,,,,,
Cloak Of Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Doom,,,,,,,,,,,,,
Cloak Of Silence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Warriors of Destiny and Counterfeit Commodities,,,,,,,,,,,,,
Codex of Shadows,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Shadow’s Awakening,,,,,,,,,,,,,
Copper Ingots,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-sunken/,-,,,,,,,,,,,,,
Corrupted Paladin Vambraces,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,8,,,,,,10,,4,,,,,,,,,,15,15,15,15,15,,,,,,,,,,10,4,5,,,,,,,,,,255/255,80,,,5,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Archlich,,,,,,,,,,,,,
Crook of Humility,,,,,,,,,,,,,,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Doom,,,,,,,,,,,,,
Cultist’s Ritual Tome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Khaldun,,,,,,,,,,,,,
Deathforged Claymore,,,,,*,,,,,,,,,,,,,100,,,,,,,,,,30,,,,,,,,,70,,,,,,,70,,,100,,,70,,,100,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,255/255,85,20–24,5,6,,*,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,,,,,,,,,,,,,
Deathwarden’s Greaves,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,10,20,,,,,12,,4,,,,,,,,,,15,15,15,15,15,,,,,,,8,,,,,5,,,,,,,,,,255/255,20,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,,,,,,,,,,,,,
Defiler of Virtue,,,,,,,,,,,,20,,,,,,,,80,,,,,,,,60,,,,,,,1,,,,,,,,,,,,,50,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,25,,,,,,,,255/255,25,11–13,2.5,,*,,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue,,,,,,,,,,,,,
Defiler’s Grasp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Eclipsed Dawn,,,,,,,,,,,,,
Divine Sanctifier,,,,,,,,,,,,,,,,,100,,,,,,,,,,,50,,,,,,,,,,,,,,,,70,,,100,70,,50,,,100,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,45,13–17,3.25,9,*,,MACE FIGHTING,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands,,,,,,,,,,,,,
Divinum Luminous,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,10,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,100,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Archlich,,,,,,,,,,,,,
Dreadguard Talisman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,255/255,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown,,,,,,,,,,,,,
Drogeni’s Spell Book,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,25,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Tears of the Ice Dragon and Counterfeit Commodities,,,,,,,,,,,,,
Drusilla’s Athame,,*,,,,,,,,,,,,,,,50,,50,,,,,,,,,20,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,25,,,,,,,,,,,,,,,,10,10–12,2,,*,,FENCING,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Wildfire,,,,,,,,,,,,,
Dupre’s Sigil,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,10,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,*,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,,,,,,,,,,,,,
Ember of Wildfire,,*,,,,,,,,,,,,,,,,100,,,,,,,,,,50,,,,,,,,,70,,,,,,,,,,,,,,,,40,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,25,,,,,,,,,60,16–20,4,8,*,,THROWING,11,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Wildfire],SKILL +10,OTHER SKILL +10],,,,,,,,,,,
Enchiridion of Blackthorn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,3,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Rifted Crown,,,,,,,,,,,,,
Expor Malas Flamus,,,,,,,,,,,,,,,,,100,,,,,,,,,,,30,,,,,,,,,70,,,,,,,,,,100,,50,,,,100,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,255/255,40,14–17,3,4,,*,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Archlich,,,,,,,,,,,,,
Feudal Cloak of Elements/Wing Armor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,150,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,255/255,10,,,4,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands,,,,,,,,,,,,,
Feudal Ghostwalkers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255/255,10,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands,,,,,,,,,,,,,
Feudal Kabuto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,2,2,,,,,,,,,,,,,,,,,,,,,,255/255,80,,,5,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands,,,,,,,,,,,,,
First Aid Belt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Khaldun,,,,,,,,,,,,,
Frostguard,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,1,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:In the Shadow of Virtue],,,,,,,,,,,,,
Gargish Kilt of the Archlich,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,5,,,10,20,,,,,8,,3,,,,,,,,,,15,15,15,15,15,,,,,,,,,,,,5,,,,,,,,,,,,,,10,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Archlich,,,,,,,,,,,,,
Gargish Kilt of the Holy Warrior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,8,,,,,,15,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,10,,5,,,,,,,,,,255/255,80,,,,,,,,*,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands,,,,,,,,,,,,,
General Lethe’s Epaulettes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,8,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of The Undead Lords,,,,,,,,,,,,,
General Lethe’s Tabard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,3,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Shattered Sanctum,,,,,,,,,,,,,
Gloves of the Archlich,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,,5,,,10,20,,,*,,8,,3,,,,,,,,,,15,15,15,15,15,,,,,,,,,,,,5,,,,,,,,,,255/255,55,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Archlich,,,,,,,,,,,,,
Gloves of the Holy Warrior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,,,8,,,,,,15,,,,,,,,,,,,15,15,15,15,15,,,,,,,,,,10,,5,,,,,,,,,,255/255,70,,,2,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of the Feudal Lands,,,,,,,,,,,,,
Grape Vines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-sunken/,-,,,,,,,,,,,,,
Grim Reaper’s Scythe,,,,,,,,,,,,,,,,,100,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,255/255,45,15–18,3.5,5,,*,SWORDSMANSHIP,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Halloween 2006,,,,,,,,,,,,,
Grimoire of Nature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Treasures of Fey Wrath,,,,,,,,,,,,,
Grugor’s Shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,4,,,,,,,,,,10,,10,,10,,,,,,,,255/255,,,,,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-eodon/,[PARRY +10,MYSTICISM +10,FEY SLAYER],,,,,,,,,,,
Hexweaver’s Idol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,*,,,255/255,,,,1,,,,,,,,2025-12-26,https://uo.com/wiki/ultima-online-wiki/items/artifact-collections/artifacts-events/,[Event:Draconic Awakening,,,,,,,,,,,,,
